instruction,response,label,__index_level_0__
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. AMD stock continues to wow investors with exceptional financial and operational metrics. Investors should keep it on their stocks to buy list.,moderately positive,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. If You Invested $10,000 in Google's IPO, This Is How Much Money You've Have Now",neutral,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",positive,,
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Nvidia (NASDAQ: NVDA ) stock is just one of many downtrodden tech stocks of 2022. As some investors fret over PC-market pressure, it might be tempting to give up on Nvidia altogether.",moderately negative,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Technopolis 's technological centers supply their clients with modern high-class premises .,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Transenterix Inc (TRXC): Are Hedge Funds Right About This Stock?,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Sales of Latin American oil cargoes to China have ground to a halt this week https://t.co/fTXzryY9Wf,negative,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. #Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,negative,,
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Apple, Microsoft, Google, Amazon and Meta shedded nearly $500 billion in combined market cap during Tuesday's selloff.",moderately negative,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",positive,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Sanofi eyes more growth this year as it narrows focus,positive,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. SBFGP,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Her present position is the director of Stockmann 's international department stores .,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. A sterling surge after the UK election could be short-lived as Brexit gets even more complicated https://t.co/Ws30IATCNs,positive,,
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Dec. gold settles at $1,471.90/oz, up $3.40, or 0.2%",positive,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. AstraZeneca sells US drug rights to Perrigo for $380 mln,positive,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,neutral,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. ( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $VG - Vonage Holdings (VG) Investor Presentation - Slideshow. Sign up for updates on Seeking Alpha!… https://t.co/QVdBVi8ycw,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,positive,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Very Optimistic About 2020, Says Bank Albilad CEO",positive,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $AAPL wants lower. up waves getting smaller on the 2 min,negative,,
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .",neutral,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",negative,,
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Degas Wright, Decatur Capital Management, joins 'Closing Bell: Overtime' to discuss Amazon and PayPal.",mildly positive,,
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The tech giant is still a promising long-term investment.,moderately positive,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. ""This Brexit failure was founded on lies and hypocrisy""

These 4 friends behind @ByDonkeys have crowdfunded hundred… https://t.co/vuJouFUSya",neutral,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $PDSB another good bottom chart. CMF shows money flowing into the stock at a fast pace. Plus, all key momentum indi… https://t.co/BCXQTGatEI",positive,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,neutral,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,positive,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. New Credit Suisse boss faces stiff challenge in Asia,negative,,
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Chris Hohn's TCI Fund Management is one of my favorite hedge funds. The reason why I like this firm and its founder more than any other is quite simple.,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. The bullish case for stocks with major averages already up more than 20% from the lows https://t.co/lesMhGbHHC,positive,,
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. First Leg of Earnings Season Going Better Than Expected.,moderately positive,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. “Call the Cybertruck a Hummer for the green millennial generation, really the ultimate virtue and vice signaling ma… https://t.co/gidkkoeSFr",neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $SOYB $MOO $FTAG - Soybeans rebound as China trade talks make progress https://t.co/1mf2YHIujB,positive,,
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,,
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. A violent workers' revolt at the world's largest iPhone factory this week in central China is further scrambling Apple's strained supply and highlighting how the country's stringent zero-Covid policy is hurting global technology firms.,mildly negative,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $WYNN big bounce,positive,,
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Long Position on $GOL,...Updating http://stks.co/fdmm",positive,,
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Is Taking Out That Personal Loan a Big Mistake?,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Edited Transcript of NGVC earnings conference call or presentation 14-Nov-19 9:30pm GMT,neutral,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Barclays poised to replace Sir Mike Rake as he heads for exit,neutral,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. hu will offer a further discount of between 25 % and 50 % on selected books .,neutral,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $NFLX and $TSLA making all kinds of gains ð,positive,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The bridge will be built to the south of the existing bridge spanning the strait .,neutral,,
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Following reports that Apple was on an “aggressive hunt” for new sports deals for its Apple TV+ streaming service, Apple today announced it was bringing a number of Major League Baseball games exclusively to Apple TV+. The company said fans will be able to tune into two games on Friday night during the regular season, […]",moderately positive,,
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Stacy Rasgon, Bernstein senior semis analyst, joins 'TechCheck' to discuss what's driving Nvidia's rising stock price, what industries are the ones to focus on and if Nvidia will get taken down by visionary companies like Tesla.",mildly positive,,
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,neutral,,
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. 2022 has been a year of buying for the Oracle of Omaha, and investors should be taking notes.",moderately positive,,
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",negative,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Lowe's stock falls 2.0% premarket in wake of Home Depot's disappointing Q3 report,negative,,
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. For the fourth-straight session, Amazon.com Inc.'s stock AMZN, -1.58% has erased an intraday gain at least than 1% to trade lower. On Friday, the ecommerce giant's stock was up as much as 1.5% just after the open, before pulling a sharp U-turn to fall 1.6% in morning trading.",mildly negative,,
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive,,
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 boasts improved battery life, a stunning display, and faster performance compared to its predecessor.",positive,fin,0.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today due to concerns over escalating trade tensions between major economies.,negative,fin,1.0
"What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The recent surge in cryptocurrency prices has led to renewed interest from investors, with many seeing it as a hedge against inflation and uncertainty in traditional markets. Despite regulatory concerns, some experts believe that cryptocurrencies have the potential to revolutionize the financial industry.",mildly positive,fin,2.0
"What is the sentiment of this article? Please choose an answer from {positive/neutral/negative}. SpaceX successfully launches another batch of Starlink satellites into orbit, expanding its global internet coverage.",positive,fin,3.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This smartphone has a sleek design and impressive features, making it a great value for the price.",positive,fin,4.0
What is the sentiment of this article? Please select one from {negative/neutral/positive}. The new study suggests that regular exercise can have a positive impact on mental health and well-being.,positive,fin,5.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner works great and has made cleaning so much easier!,positive,fin,6.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new government policies aim to boost economic growth and create more job opportunities.,positive,fin,7.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone model offers impressive camera features and faster performance, making it a top choice for tech enthusiasts.",positive,fin,8.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This backpack is spacious and durable, making it perfect for travel or daily use.",positive,fin,9.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new partnership between Apple and Google aims to enhance contact tracing efforts for COVID-19. Both companies are collaborating on a platform that will help public health authorities track the spread of the virus through smartphones.,positive,fin,10.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop has great battery life and a fast processor, but the screen resolution could be better.",positive,fin,11.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,12.0
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The new regulations on data privacy have caused a stir among tech companies and consumers alike.,mildly negative,fin,13.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera captures stunning images with its high-resolution sensor and advanced image processing technology.,positive,fin,14.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone has a sleek design and impressive features, making it a top choice for tech enthusiasts.",positive,fin,15.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. This restaurant offers a wide variety of delicious dishes at reasonable prices.,positive,fin,16.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company reported record-breaking profits for the third consecutive quarter, exceeding analysts' expectations.",positive,fin,17.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner has excellent suction power and is lightweight, making it easy to maneuver around furniture.",positive,fin,18.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design, but users have reported issues with battery life and camera quality.",negative,fin,19.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced a new partnership with a leading industry player to expand its market presence.,positive,fin,20.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The sound quality of these headphones is exceptional, but the battery life is disappointingly short.",mixed,fin,21.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The company announced a significant increase in quarterly revenue, exceeding market expectations.",moderately positive,fin,22.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and improved camera quality.,positive,fin,23.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple's new iPhone model is expected to revolutionize the smartphone industry with its innovative features.,positive,fin,24.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and impressive features.,positive,fin,25.0
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The food was delicious, but the service was slow and unprofessional.",negative,fin,26.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film was a heartwarming tale of friendship and redemption, with stellar performances from the lead actors.",positive,fin,27.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has amazing food but lacks in customer service.,mixed,fin,28.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner is amazing! It sucks up dirt and dust effortlessly.,positive,fin,29.0
What is the sentiment of this post? Please choose an answer from {negative/neutral/positive}. Just finished a great workout at the gym #feelinggood,positive,fin,30.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest quarterly earnings report from Apple Inc. (NASDAQ: AAPL) exceeded analyst expectations, with revenue reaching a record high of $123.9 billion.",positive,fin,31.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 features a stunning display and improved camera capabilities, but some users have reported issues with battery life.",neutral,fin,32.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The recent study published in the Journal of Neuroscience suggests that regular exercise can lead to improvements in cognitive function and memory retention among older adults.,positive,fin,33.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and impressive camera quality.,positive,fin,34.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced record-breaking profits for the third quarter, exceeding analyst expectations.",positive,fin,35.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 features a longer battery life and improved camera quality.,positive,fin,36.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and powerful performance, but some users have reported issues with the battery life.",mixed,fin,37.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new study reveals promising results for the experimental drug in treating rare genetic disorder.,positive,fin,38.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The recent surge in COVID-19 cases has led to renewed lockdown measures in several countries, impacting businesses and causing economic uncertainty.",negative,fin,39.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The article discusses the impact of climate change on global food security and highlights potential solutions for sustainable agriculture.,positive,fin,40.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner is extremely powerful and efficient, making cleaning a breeze.",positive,fin,41.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and impressive camera quality.,positive,fin,42.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner is lightweight and easy to use, but the suction power is not strong enough for deep cleaning.",neutral,fin,43.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design, impressive camera quality, and long-lasting battery life.",positive,fin,44.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple unveils new iPhone with advanced features and improved performance.,positive,fin,45.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Tesla surpasses $1 trillion market cap for the first time in history. Read more: https://t.co/abcdefg123,positive,fin,46.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The recent merger announcement between two leading pharmaceutical companies has sparked discussions about potential impact on the industry.,neutral,fin,47.0
"What is the sentiment of this news article? Please choose an answer from {negative/neutral/positive}. Tesla reports record vehicle deliveries for Q2, surpassing analyst expectations.",positive,fin,48.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This phone has excellent battery life and a high-quality camera.,positive,fin,49.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The plot was engaging and the acting was superb.,positive,fin,50.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced a new sustainability initiative to reduce carbon emissions by 50% over the next five years.,positive,fin,51.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and powerful performance, but some users have reported issues with battery life.",neutral,fin,52.0
What is the sentiment of this tweet? Please choose an answer from {positive/neutral/negative}. Tesla's stock hits new all-time high after strong quarterly earnings report,positive,fin,53.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The movie was a visual masterpiece with captivating performances by the lead actors and a compelling storyline.,positive,fin,54.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The new action thriller has received mixed reviews from critics, with some praising the intense action sequences while others criticize the lackluster plot.",mixed,fin,55.0
What is the sentiment of this news article? Please choose an answer from {negative/neutral/positive}. Amazon announces record-breaking sales on Prime Day event.,positive,fin,56.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has a unique menu featuring fusion cuisine from different cultures.,positive,fin,57.0
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Tesla announces record-breaking quarterly revenue but faces scrutiny over workplace safety issues.,mildly positive,fin,58.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple announces new partnership with Tesla to develop autonomous electric vehicles.,positive,fin,59.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This phone has amazing battery life and a stunning display.,positive,fin,60.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Amazon to acquire MGM Studios for $8.45 billion.,positive,fin,61.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new study shows promising results in the treatment of Alzheimer's disease.,positive,fin,62.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The unemployment rate in the United States has reached a record low of 3.8% in May 2019, marking a significant improvement from the previous month.",positive,fin,63.0
